0,-30,64,120
60,31,64,60
60,-1,64,60
0,-20,54,120
60,21,64,60
60,-1,64,60
0,-14,54,120
60,15,64,60
60,-1,65,60
0,-30,46,120
60,31,65,60
60,-1,65,60
0,-12,60,240
60,13,65,60
60,-3,65,60
60,2,65,60
60,1,77,480
0,-31,64,120
120,6,53,120
120,10,53,120
120,-16,45,120
120,18,59,240
120,10,77,120
120,-5,76,480
0,-24,64,120
120,8,52,120
120,9,52,120
120,-17,45,120
120,49,87,276
0,-29,60,240
240,-20,64,120
36,48,74,57
57,-4,73,57
27,-36,54,120
30,33,72,57
57,-4,72,57
33,-20,54,120
24,19,72,57
57,-4,72,57
39,-32,46,120
18,29,71,57
57,-4,70,57
45,-5,61,126
12,4,70,57
57,-4,69,171
57,-3,68,57
57,-4,68,57
57,-1,85,480
0,-12,64,120
120,10,54,120
120,6,54,120
120,-16,49,120
120,12,64,96
0,7,60,240
96,-6,65,32
32,-1,66,32
32,-1,67,32
32,1,67,32
32,2,68,32
16,-14,64,120
16,16,68,32
32,1,68,32
32,2,69,32
32,1,69,32
8,-10,53,120
24,12,70,32
32,2,70,32
32,2,71,32
32,2,71,32
0,-12,53,120
32,13,72,32
32,2,72,32
32,1,72,32
24,-32,47,120
8,34,72,32
32,2,73,32
32,2,74,32
32,2,74,32
16,-21,64,240
16,22,75,32
32,2,75,32
32,1,76,32
32,2,76,32
32,2,77,32
32,2,77,32
32,2,78,32
32,1,85,480
0,-60,67,120
120,7,53,120
120,8,54,120
120,-15,47,120
120,19,59,240
240,-19,65,120
120,7,53,120
120,8,53,120
120,-15,47,120
120,19,58,240
240,-19,64,120
120,7,50,120
120,8,50,120
120,-15,45,120
120,19,59,240
240,-19,64,120
120,7,48,120
120,8,48,120
120,-15,45,120
120,19,58,240
240,12,77,480
0,-31,55,120
120,7,46,120
120,8,46,120
120,-15,40,120
120,27,70,240
0,-8,53,240
240,5,67,1440
0,-24,54,120
120,7,45,120
120,8,46,120
120,-15,41,120
120,19,53,240
240,-19,55,120
120,7,46,120
120,8,47,120
120,-15,41,120
120,19,53,240
240,8,72,240
0,-27,54,120
120,7,48,120
120,24,77,360
0,-16,48,120
120,-15,43,120
120,19,56,240
120,17,78,120
120,-2,77,1320
0,-34,57,120
120,7,48,120
120,8,48,120
120,-15,43,120
120,19,54,240
240,-19,56,120
120,7,48,120
120,8,48,120
120,-15,44,120
120,19,54,240
120,13,75,120
120,-1,70,11
0,-31,54,120
120,7,48,120
120,8,48,120
120,-15,43,120
120,19,51,240
240,-19,53,120
120,7,47,120
120,8,47,120
120,-15,43,120
120,19,51,240
120,12,77,120
120,0,77,7
0,-31,57,120
120,7,48,120
120,8,48,120
120,-15,45,120
120,19,54,240
120,8,63,40
36,-3,63,28
28,2,63,28
28,1,63,28
28,-1,72,240
0,-26,54,120
120,7,46,120
120,17,72,240
0,-9,45,120
120,-15,41,120
120,19,53,240
240,-19,55,120
120,7,45,120
120,8,45,120
120,-15,39,120
120,27,70,240
0,-8,53,240
240,12,72,240
0,-31,54,120
120,7,47,120
120,29,76,360
0,-21,47,120
120,-15,42,120
120,19,53,240
120,20,77,120
120,-1,79,1320
0,-38,55,120
120,7,46,120
120,8,46,120
120,-15,43,120
120,19,53,240
240,-19,54,120
120,7,48,120
120,8,47,120
120,-15,42,120
120,19,53,240
120,17,79,120
120,-5,79,360
0,-31,55,120
120,7,47,120
120,8,47,120
120,16,57,60
0,-31,44,120
60,33,57,60
60,1,58,60
0,-15,53,240
60,14,58,60
60,1,59,60
60,-1,59,60
60,1,60,60
0,-34,54,120
60,33,60,60
60,1,61,60
0,-29,47,120
60,28,61,60
60,1,62,60
0,-19,47,120
60,18,62,60
60,1,63,60
0,-34,42,120
60,33,63,60
60,1,63,60
0,-17,53,240
60,16,63,60
60,-2,64,60
60,2,64,60
60,1,79,720
0,-36,62,120
120,9,48,120
120,8,48,120
120,-17,42,120
120,21,56,240
240,13,78,480
0,-34,60,120
120,9,50,120
120,8,49,120
120,-17,44,120
120,33,77,240
0,-12,55,240
240,10,60,60
0,-31,59,120
60,33,61,60
60,-2,61,60
0,-24,48,120
60,26,62,60
60,-2,63,60
0,-14,48,120
60,16,63,60
60,-2,63,60
0,-31,44,120
60,33,64,60
60,-2,64,60
0,-12,53,240
60,14,65,60
60,-4,66,60
60,2,67,60
60,2,78,10
0,-33,60,120
120,7,50,120
120,10,50,120
120,-17,44,120
120,19,56,240
120,10,78,120
120,-5,72,1440
0,-24,60,120
120,7,50,120
120,10,49,120
120,-17,45,120
120,19,55,240
240,-19,60,120
120,7,50,120
120,10,48,120
120,-17,44,120
120,19,55,240
240,5,72,144
0,-24,61,120
120,10,51,120
24,16,61,48
48,-2,62,48
48,-1,63,48
0,-7,50,120
48,8,63,48
48,2,63,48
24,-26,44,120
24,28,64,48
48,1,64,48
48,2,65,48
0,-12,50,240
48,14,66,48
48,1,66,48
48,2,67,48
48,2,68,48
48,2,69,48
0,-40,61,120
48,41,69,48
48,2,70,48
24,-33,52,120
24,35,71,48
48,1,71,48
48,2,72,48
0,-32,51,120
48,34,72,48
48,2,72,48
24,-52,45,120
24,53,73,48
48,2,74,48
48,2,75,48
0,-38,57,240
48,39,75,48
48,2,76,48
48,2,77,48
48,2,77,48
48,1,90,480
0,-60,64,120
120,7,54,120
120,9,52,120
120,-16,47,120
120,19,59,240
240,-19,64,120
120,7,51,120
120,9,51,120
120,-16,45,120
120,19,59,240
240,11,64,60
0,-30,64,120
60,31,64,60
60,-1,64,60
0,-24,53,120
60,25,64,60
60,-1,64,60
0,-14,53,120
60,15,64,60
60,-1,65,60
0,-30,47,120
60,31,65,60
60,-1,65,60
0,-12,60,240
60,13,65,60
60,-3,65,60
60,2,65,60
60,1,77,480
0,-31,64,120
120,6,52,120
120,10,52,120
120,-16,45,120
120,18,59,240
120,10,77,120
120,-5,76,480
0,-24,64,120
120,8,51,120
120,9,51,120
120,-17,45,120
120,49,87,288
0,-29,60,240
240,-20,64,120
48,48,74,56
56,-4,73,56
16,-36,54,120
40,33,72,56
56,-4,72,56
24,-20,54,120
32,19,72,56
56,-4,72,56
32,-32,46,120
24,29,71,56
56,-4,70,56
40,-5,61,128
16,4,70,56
56,-4,69,168
56,-3,68,56
56,-4,68,56
56,-1,90,792
0,-12,64,120
120,10,54,120
120,6,54,120
120,-16,48,120
120,19,59,240
240,-19,64,120
72,13,60,36
36,3,62,36
12,-6,55,120
24,9,63,36
36,3,63,36
36,3,64,36
24,-9,55,120
12,12,65,36
36,3,67,36
36,3,68,36
36,3,69,36
0,-37,47,120
36,40,71,36
36,3,72,36
36,3,72,36
12,-27,61,240
24,30,73,36
36,3,75,36
36,3,76,36
36,3,77,36
36,3,78,36
36,3,79,36
36,1,90,480
0,-60,64,120
120,7,54,120
120,8,54,120
120,-15,48,120
120,19,60,240
240,8,79,1200
0,-27,62,120
120,7,52,120
120,8,52,120
120,-15,45,120
120,19,56,240
240,-20,61,120
120,8,51,120
120,8,51,120
120,-16,45,120
120,28,78,160
0,-8,57,240
160,8,72,40
40,3,72,40
40,-2,80,480
0,-30,61,120
120,9,52,120
120,6,52,120
120,-15,45,120
120,17,57,240
120,12,78,120
120,0,77,480
0,-31,64,120
120,7,52,120
120,8,52,120
120,-15,45,120
120,27,80,240
0,-8,57,240
240,5,78,1440
0,-24,63,120
120,7,53,120
120,8,53,120
120,-15,45,120
120,19,61,240
240,-19,61,120
120,7,52,120
120,8,52,120
120,-15,45,120
120,19,57,240
240,8,76,240
0,-27,60,120
120,7,52,120
120,24,78,360
0,-16,52,120
120,-15,44,120
120,19,55,240
120,17,81,120
120,-2,81,480
0,-34,63,120
120,8,49,120
120,7,49,120
120,-15,44,120
120,32,79,240
0,-12,58,240
240,7,79,996
0,-27,62,120
120,8,53,120
120,7,51,120
120,-15,45,120
120,20,57,240
240,-20,63,120
120,8,51,120
120,24,81,360
0,-14,51,120
120,-18,45,120
120,20,58,240
120,12,78,120
120,0,74,720
0,-32,64,120
120,29,76,120
0,-21,52,120
120,22,78,120
0,-12,52,120
120,9,80,120
0,-27,45,120
120,30,81,120
0,-10,58,240
120,0,82,120
120,12,84,480
0,-31,64,120
120,7,51,120
120,9,52,120
120,-16,45,120
120,28,82,240
0,-9,57,240
240,5,82,1200
0,-24,64,120
120,7,53,120
120,9,52,120
120,-16,46,120
120,19,58,240
240,-19,63,120
120,7,53,120
120,9,53,120
120,-16,46,120
120,28,77,240
0,-9,59,240
240,12,79,240
0,-31,64,120
120,7,53,120
120,29,81,360
0,-20,53,120
120,-16,45,120
120,19,58,240
120,21,82,120
120,-2,79,480
0,-38,62,120
120,7,52,120
120,9,52,120
120,-16,45,120
120,36,77,240
0,-17,59,240
240,12,72,720
0,-31,56,120
120,7,49,120
120,9,46,120
120,-16,43,120
120,19,50,240
240,-19,50,120
120,7,34,120
120,9,35,120
120,-16,29,120
120,28,54,240
0,-9,42,240
240,12,56,240
0,-31,48,120
120,7,34,120
120,29,58,360
0,-20,34,120
120,-16,27,120
120,19,42,240
120,21,61,120
120,-2,60,480
0,-38,43,120
120,8,32,120
120,8,32,120
120,-16,27,120
120,36,59,240
0,-16,42,240
240,12,52,960
0,-32,44,120
120,8,32,120
120,8,32,120
120,-16,27,120
120,20,41,240
240,-20,46,120
120,8,33,120
120,24,60,240
0,-16,33,120
120,-16,27,120
120,32,58,240
0,-12,41,240
240,12,62,240
0,-32,45,120
120,8,33,120
120,20,55,240
0,-12,33,120
120,-16,28,120
120,20,41,240
120,10,62,120
120,2,62,1680
0,-32,45,120
120,8,33,120
120,8,33,120
120,-16,27,120
120,20,41,240
240,-20,46,120
120,8,34,120
120,8,33,120
120,-16,27,120
120,20,41,240
240,-20,45,120
120,8,33,120
120,24,62,240
0,12,62,240
0,-28,33,120
120,-16,25,120
120,44,64,240
0,-12,64,240
0,-12,40,240
240,12,67,180
0,12,67,180
0,-44,45,120
120,8,35,120
60,39,60,60
0,-12,60,60
60,10,66,360
0,-12,66,360
0,-17,33,120
120,-16,26,120
120,20,39,240
120,12,72,120
0,12,72,120
120,-12,68,480
0,12,68,480
0,-43,61,120
120,7,45,120
120,8,45,120
120,-15,40,120
120,27,66,240
0,12,66,240
0,-20,56,240
240,17,66,1160
0,-12,66,1180
0,-24,56,120
120,7,45,120
120,8,45,120
120,-15,39,120
120,19,55,240
240,-19,64,120
120,7,45,120
120,8,45,120
120,-15,39,120
120,27,70,240
0,12,70,240
0,-20,57,240
240,24,72,240
0,-12,72,240
0,-31,59,120
120,7,49,120
120,41,75,360
0,-12,75,360
0,-21,47,120
120,-15,42,120
120,19,60,240
120,32,79,120
0,-12,79,120
120,11,81,480
0,-12,81,480
0,-42,64,120
120,9,51,120
120,7,51,120
120,-16,43,120
120,52,76,240
0,-12,76,240
0,-22,63,240
240,15,80,240
0,12,80,240
0,-45,64,120
120,9,52,120
120,43,83,360
0,-12,83,360
0,-24,52,120
120,-16,45,120
120,18,63,240
120,37,84,120
0,-12,84,120
120,-1,84,480
0,12,84,480
0,-54,72,120
120,10,59,120
120,6,58,120
120,-16,50,120
120,52,82,240
0,-12,82,240
0,-21,64,240
240,27,78,240
0,-12,78,240
0,-34,71,120
120,10,58,120
120,30,81,240
0,12,81,240
0,-36,58,120
120,-16,51,120
120,55,83,240
0,-12,83,240
0,-24,64,240
240,45,72,80
0,3,72,80
0,-67,72,120
80,66,72,80
0,-3,72,80
40,-53,61,120
40,52,72,80
0,3,72,80
80,-1,71,80
0,-3,71,80
0,-45,61,120
80,47,71,80
0,-3,71,80
40,-60,54,120
40,59,71,80
0,3,71,80
80,-1,70,80
0,-3,70,80
0,-39,64,240
80,38,70,80
0,3,70,80
80,-1,70,80
0,-3,70,80
80,2,69,80
0,-3,69,80
0,-55,70,120
80,54,69,80
0,3,69,80
40,-47,60,120
40,43,69,80
0,3,69,80
80,-1,68,80
0,-3,68,80
0,-36,60,120
80,35,68,80
0,3,68,80
40,-54,53,120
40,50,68,80
0,3,68,80
80,-4,67,80
0,3,67,80
0,-33,64,240
80,32,67,80
0,-3,67,80
80,2,67,80
0,-3,67,80
80,-1,66,80
0,3,66,80
0,-49,68,120
80,48,66,80
0,-3,66,80
40,-35,60,120
40,34,66,80
0,3,66,80
80,-1,65,80
0,-3,65,80
0,-27,60,120
80,29,65,80
0,-3,65,80
40,-42,54,120
40,41,65,80
0,3,65,80
80,-1,64,80
0,-3,64,80
0,-21,64,240
80,20,64,80
0,3,64,80
80,-1,64,80
0,-3,64,80
80,2,64,80
0,-3,64,80
0,-37,67,120
80,36,64,80
0,3,64,80
40,-29,58,120
40,28,64,80
0,-3,64,80
80,-1,63,80
0,3,63,80
0,-21,58,120
80,20,63,80
0,-3,63,80
40,-33,52,120
40,35,63,80
0,-3,63,80
80,-1,63,80
0,3,63,80
0,-15,64,240
80,11,63,80
0,3,63,80
80,-5,63,80
0,5,63,80
80,-10,85,480
0,-24,65,120
120,8,54,120
120,9,54,120
120,-17,48,120
120,20,62,240
120,16,83,120
120,0,86,960
0,-36,66,120
120,8,55,120
120,9,55,120
120,-17,49,120
120,20,61,240
240,-20,67,120
120,8,55,120
120,26,81,360
0,-17,55,120
120,-17,50,120
120,20,63,240
120,12,78,120
120,-1,76,120
0,-31,66,120
120,32,78,100
0,-24,56,120
100,23,78,100
20,-14,56,120
80,12,78,100
40,-29,50,120
60,31,78,100
60,-11,63,240
40,12,78,100
100,-3,73,100
100,7,78,240
0,-12,78,240
0,-24,67,120
120,8,57,120
120,9,57,120
120,-17,49,120
120,48,84,120
0,-12,84,120
0,-16,61,240
240,40,84,960
0,-12,84,960
0,-48,67,120
120,8,59,120
120,9,59,120
120,-17,54,120
120,20,63,240
240,-20,70,120
120,8,59,120
120,50,85,360
0,-12,85,360
0,-29,59,120
120,-17,53,120
120,20,67,240
120,36,87,120
0,-12,87,120
120,11,80,120
0,-12,80,120
0,-43,71,120
120,56,82,100
0,-12,82,100
0,-36,59,120
100,47,82,100
0,-12,82,100
20,-26,59,120
80,36,82,100
0,-12,82,100
40,-41,52,120
60,55,82,100
0,-12,82,100
60,-23,67,240
40,36,82,100
0,-12,82,100
140,9,82,60
0,-12,82,60
60,8,89,240
0,12,89,240
0,-61,72,120
120,10,61,120
120,45,84,240
0,-12,84,240
0,-26,61,120
120,-17,54,120
120,44,84,240
0,12,84,240
0,-37,71,240
240,41,87,240
0,-12,87,240
0,-48,72,120
120,10,58,120
120,48,84,240
0,-12,84,240
0,-29,58,120
120,-17,51,120
120,37,84,240
0,12,84,240
0,-30,70,240
240,22,88,240
0,12,88,240
0,-53,72,120
120,10,63,120
120,36,83,240
0,-12,83,240
0,-17,63,120
120,-17,57,120
120,36,80,240
0,12,80,240
0,-29,68,240
240,20,86,240
0,12,86,240
0,-51,71,120
120,10,63,120
120,27,82,240
0,12,82,240
0,-32,63,120
120,-17,58,120
120,19,66,240
120,12,79,120
0,12,79,120
120,3,87,240
0,-12,87,240
0,-34,71,120
120,10,61,120
120,15,81,240
0,12,81,240
0,-20,61,120
120,-17,56,120
120,27,79,240
0,12,79,240
0,-20,65,240
240,12,83,240
0,12,83,240
0,-43,70,120
120,10,60,120
120,19,78,240
0,12,78,240
0,-24,60,120
120,-17,54,120
120,34,78,240
0,-12,78,240
0,-3,66,240
240,6,86,720
0,12,86,720
0,-37,72,120
120,10,59,120
120,7,60,120
120,-17,54,120
120,19,67,240
240,9,84,720
0,-12,84,720
0,-16,71,120
120,10,61,120
120,2,61,120
120,-12,54,120
120,19,65,240
240,-2,86,480
0,12,86,480
0,-24,71,120
120,7,63,120
120,8,62,120
120,-15,57,120
120,19,67,240
240,-19,68,120
120,7,62,120
120,8,62,120
120,-15,58,120
120,19,66,240
240,32,90,480
0,12,90,600
0,-63,68,120
120,6,62,120
120,9,62,120
120,-15,56,120
120,18,66,240
120,44,81,40
40,-2,80,40
40,-3,80,40
40,-4,79,40
0,-53,68,120
40,51,79,40
40,-1,78,40
40,-2,78,40
0,-42,61,120
40,39,77,40
40,-4,77,40
40,-2,76,40
0,-24,61,120
40,23,76,40
40,-2,75,40
40,-3,75,40
0,-33,56,120
40,29,75,40
40,-2,74,40
40,-1,74,40
0,-8,65,240
40,6,73,40
40,-3,73,40
40,-4,72,40
40,-2,72,40
40,-1,72,40
40,-2,90,960
0,-12,64,120
120,7,52,120
120,8,52,120
120,-15,45,120
120,19,62,240
240,-19,64,120
120,7,53,120
120,8,53,120
120,-15,46,120
120,19,63,240
240,2,73,720
0,6,73,1440
0,6,73,720
0,-33,61,120
120,6,51,120
120,9,51,120
120,-15,46,120
120,18,56,240
240,2,72,720
0,12,72,720
0,-32,61,120
120,6,49,120
120,9,49,120
120,-15,44,120
120,18,56,240
240,1,69,480
0,8,69,480
0,4,69,480
0,-31,61,120
120,7,49,120
120,8,48,120
120,-15,41,120
120,19,56,240
240,-19,61,120
120,7,48,120
120,8,48,120
120,-15,41,120
120,19,56,240
240,32,90,480
0,12,90,600
0,-63,68,120
120,6,52,120
120,9,52,120
120,-15,45,120
120,18,61,240
120,44,80,40
40,-2,79,40
40,-3,79,40
40,-4,78,40
0,-53,64,120
40,51,78,40
40,-1,78,40
40,-2,77,40
0,-42,52,120
40,39,77,40
40,-4,76,40
40,-2,76,40
0,-24,52,120
40,23,75,40
40,-2,75,40
40,-3,75,40
0,-33,45,120
40,29,74,40
40,-2,74,40
40,-1,73,40
0,-8,60,240
40,6,73,40
40,-3,73,40
40,-4,72,40
40,-2,72,40
40,-1,72,40
40,-2,90,960
0,-12,64,120
120,7,52,120
120,8,52,120
120,-15,42,120
120,19,60,240
240,-19,66,120
120,7,51,120
120,8,51,120
120,-15,43,120
120,19,62,240
240,14,72,130
0,-12,61,130
0,6,61,130
0,-27,68,120
120,6,51,120
24,27,73,130
0,-6,62,130
0,-6,62,130
96,-6,51,120
48,18,74,130
0,-6,63,130
0,-6,63,130
72,-21,44,120
72,21,63,130
0,6,63,130
0,6,75,130
48,-15,61,240
96,9,64,130
0,-6,64,130
0,12,76,130
144,-1,77,130
0,-12,65,130
0,7,65,130
0,-27,61,120
120,6,51,120
24,14,67,130
0,7,67,130
0,5,79,130
96,-17,52,120
48,17,80,130
0,-12,67,130
0,7,67,130
72,-27,45,120
72,27,68,130
0,5,81,130
0,-12,68,130
48,-2,61,240
96,9,68,130
0,5,81,130
0,-12,68,130
144,-20,50,480
30,7,52,210
30,8,54,180
30,4,77,150
30,8,81,120
60,4,85,90
540,29,102,720
0,-12,90,720
0,-17,68,720
0,5,81,720
0,-9,68,720
0,12,81,720
720,17,86,60
60,-1,86,60
60,-4,86,60
60,-3,85,60
60,-4,85,60
60,-1,85,60
60,-4,84,60
60,-3,84,60
60,-4,84,60
60,-1,83,60
60,-4,83,60
60,-3,83,60
60,-4,82,60
60,-1,82,60
60,-4,82,60
60,-3,81,60
60,-4,81,60
60,-1,81,60
60,-4,81,60
60,-3,81,60
60,-4,81,60
60,-1,80,60
60,-4,80,60
60,-1,79,60
60,-2,113,1200
1440,0,115,1200
